,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
994,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2015,2015 - 17,167.02047930330602
995,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2015,2015 - 17,191.79607547613602
996,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2015,2015 - 17,196.305127591176
998,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2016,2016 - 18,147.35025530361202
999,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2016,2016 - 18,188.737859088098
1000,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2016,2016 - 18,139.983133193113
1001,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2016,2016 - 18,171.96337875517395
1002,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2016,2016 - 18,164.426961889102
1003,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2016,2016 - 18,171.563549175234
1004,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2016,2016 - 18,187.455397737413
1006,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2017,2017 - 19,139.35020642994
1007,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2017,2017 - 19,178.40570710959702
1008,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2017,2017 - 19,129.262312978043
1009,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2017,2017 - 19,164.83590503972098
1010,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2017,2017 - 19,157.56924591888398
1011,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2017,2017 - 19,149.146323089438
1012,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2017,2017 - 19,177.15123392900398
1014,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2006,2006 - 08,195.379895938163
1015,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2006,2006 - 08,234.91
1016,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2006,2006 - 08,220.59325331905399
1017,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2006,2006 - 08,179.648795887555
1018,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2006,2006 - 08,207.652669692983
1019,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2006,2006 - 08,233.69
1020,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2006,2006 - 08,228.39
1021,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2006,2006 - 08,197.88277383365602
1022,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2006,2006 - 08,194.06
1023,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2006,2006 - 08,213.817472549341
1024,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2006,2006 - 08,229.53
1025,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2006,2006 - 08,274.77
1026,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2006,2006 - 08,201.38
1027,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2006,2006 - 08,251.161576308753
1029,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2007,2007 - 09,195.012707249558
1030,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2007,2007 - 09,230.8
1031,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2007,2007 - 09,238.94174839923198
1032,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2007,2007 - 09,186.58351487669998
1033,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2007,2007 - 09,201.212685830542
1034,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2007,2007 - 09,214.59
1035,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2007,2007 - 09,219.71
1036,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2007,2007 - 09,200.255954161036
1037,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2007,2007 - 09,184.21
1038,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2007,2007 - 09,210.554700490592
1039,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2007,2007 - 09,222.82
1040,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2007,2007 - 09,261.73
1041,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2007,2007 - 09,199.97
1042,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2007,2007 - 09,245.52648798679797
1044,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2008,2008 - 10,199.30313141168705
1045,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2008,2008 - 10,237.57
1046,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2008,2008 - 10,235.368626407117
1047,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2008,2008 - 10,178.30596049594502
1048,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2008,2008 - 10,207.348926394029
1049,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2008,2008 - 10,200.8
1050,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2008,2008 - 10,208.44
1051,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2008,2008 - 10,195.336577320042
1052,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2008,2008 - 10,176.98
1053,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2008,2008 - 10,213.04238272536801
1054,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2008,2008 - 10,208.01
1055,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2008,2008 - 10,239.12
1056,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2008,2008 - 10,204.12
1057,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2008,2008 - 10,235.927736852874
1059,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2009,2009 - 11,187.176136188737
1060,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2009,2009 - 11,226.87
1061,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2009,2009 - 11,223.917657856775
1062,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2009,2009 - 11,179.701730333362
1063,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2009,2009 - 11,205.03575820610803
1064,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2009,2009 - 11,193.65
1065,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2009,2009 - 11,198.34
1066,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2009,2009 - 11,188.08587570057705
1067,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2009,2009 - 11,174.46
1068,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2009,2009 - 11,217.41081418975398
1069,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2009,2009 - 11,200.9
1070,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2009,2009 - 11,221.27
1071,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2009,2009 - 11,203.08
1072,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2009,2009 - 11,217.621519870592
1074,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2010,2010 - 12,188.318604332071
1075,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2010,2010 - 12,229.64
1076,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2010,2010 - 12,213.730557692488
1077,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2010,2010 - 12,176.746694786175
1078,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2010,2010 - 12,200.339097220955
1079,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2010,2010 - 12,192.86
1080,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2010,2010 - 12,203.68
1081,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2010,2010 - 12,179.577536161016
1082,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2010,2010 - 12,180.95
1083,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2010,2010 - 12,207.700126803194
1084,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2010,2010 - 12,195.59
1085,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2010,2010 - 12,222.06
1086,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2010,2010 - 12,211.85
1087,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2010,2010 - 12,212.711257841525
1089,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2011,2011 - 13,187.27216830462
1090,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2011,2011 - 13,225.22
1091,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2011,2011 - 13,200.053537865855
1092,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2011,2011 - 13,182.52043737701197
1093,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2011,2011 - 13,192.941344553513
1094,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2011,2011 - 13,196.54
1095,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2011,2011 - 13,213.64
1096,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2011,2011 - 13,182.074002306199
1097,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2011,2011 - 13,173.66
1098,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2011,2011 - 13,198.475050190084
1099,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2011,2011 - 13,203.07
1100,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2011,2011 - 13,211.43
1101,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2011,2011 - 13,208.79
1102,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2011,2011 - 13,213.300487250434
1104,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2012,2012 - 14,190.470655238659
1105,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2012,2012 - 14,222.38
1106,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2012,2012 - 14,182.250247854232
1107,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2012,2012 - 14,178.466711045266
1108,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2012,2012 - 14,180.84776556734505
1109,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2012,2012 - 14,180.62
1110,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2012,2012 - 14,209.91
1111,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2012,2012 - 14,180.767110388403
1112,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2012,2012 - 14,158.54
1113,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2012,2012 - 14,191.84882436493697
1114,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2012,2012 - 14,211.61
1115,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2012,2012 - 14,201.29
1116,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2012,2012 - 14,197.9
1117,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2012,2012 - 14,206.76754405082198
1119,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2013,2013 - 15,188.115694639787
1120,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2013,2013 - 15,219.87
1121,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2013,2013 - 15,183.01064006023202
1122,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2013,2013 - 15,177.309253895177
1123,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2013,2013 - 15,177.882799413503
1124,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2013,2013 - 15,189.94
1125,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2013,2013 - 15,205.91
1126,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2013,2013 - 15,176.795288591551
1127,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2013,2013 - 15,160.48
1128,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2013,2013 - 15,199.058439053334
1129,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2013,2013 - 15,211.35
1130,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2013,2013 - 15,192.54
1131,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2013,2013 - 15,193.77
1132,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2013,2013 - 15,203.36984622891998
1134,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2014,2014 - 16,174.16732382543998
1135,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2014,2014 - 16,215.23
1136,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2014,2014 - 16,184.661894268835
1137,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2014,2014 - 16,170.50700482813
1138,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2014,2014 - 16,171.500934766941
1139,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2014,2014 - 16,181.16
1140,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2014,2014 - 16,184.81
1141,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2014,2014 - 16,171.056026613631
1142,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2014,2014 - 16,161.73
1143,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2014,2014 - 16,196.407208807673
1144,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2014,2014 - 16,202.32
1145,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2014,2014 - 16,192.9
1146,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2014,2014 - 16,177.38
1147,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2014,2014 - 16,195.084085064879
1149,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2015,2015 - 17,164.68824471735599
1150,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2015,2015 - 17,207.93
1151,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2015,2015 - 17,197.804054466183
1152,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2015,2015 - 17,160.45319224995
1153,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2015,2015 - 17,175.612416022743
1154,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2015,2015 - 17,180.35
1155,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2015,2015 - 17,174.25
1156,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2015,2015 - 17,167.02047930330602
1157,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2015,2015 - 17,162.71
1158,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2015,2015 - 17,191.79607547613602
1159,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2015,2015 - 17,181.44
1160,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2015,2015 - 17,183.42
1161,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2015,2015 - 17,174.12
1162,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2015,2015 - 17,196.305127591176
1164,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2016,2016 - 18,147.35025530361202
1165,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Croydon CCG,Outer,2016,2016 - 18,206.03
1166,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2016,2016 - 18,188.737859088098
1167,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2016,2016 - 18,139.983133193113
1168,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2016,2016 - 18,171.96337875517395
1169,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Kingston CCG,Outer,2016,2016 - 18,165.15
1170,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Merton CCG,Outer,2016,2016 - 18,171.07
1171,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2016,2016 - 18,164.426961889102
1172,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Richmond CCG,Outer,2016,2016 - 18,142.49
1173,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2016,2016 - 18,171.563549175234
1174,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Sutton CCG,Outer,2016,2016 - 18,183.91
1175,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Wandsworth CCG,Outer,2016,2016 - 18,170.28
1176,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Guildford and Waverley CCG,Outer,2016,2016 - 18,159.5
1177,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2016,2016 - 18,187.455397737413
1179,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Brent CCG,Outer,2017,2017 - 19,139.35020642994
1180,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Hammersmith And Fulham CCG,Outer,2017,2017 - 19,178.40570710959702
1181,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Harrow CCG,Outer,2017,2017 - 19,129.262312978043
1182,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Herts Valleys CCG,Outer,2017,2017 - 19,164.83590503972098
1183,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Oxfordshire CCG,Outer,2017,2017 - 19,157.56924591888398
1184,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Surrey Heath CCG,Outer,2017,2017 - 19,149.146323089438
1185,Mortality rate from pneumonia (all mentions),Pneumonia (all mentions),NHS Berkshire West CCG,Outer,2017,2017 - 19,177.15123392900398
1187,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2006,2006 - 08,20.1065031007644
1188,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2006,2006 - 08,45.9597476414909
1189,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2006,2006 - 08,16.1279031960819
1190,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2006,2006 - 08,32.364403052982304
1191,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2006,2006 - 08,25.9861146274639
1192,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2006,2006 - 08,27.9129777626958
1193,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2006,2006 - 08,24.0179007098287
1195,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2007,2007 - 09,20.9752372110946
1196,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2007,2007 - 09,55.3799792808662
1197,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2007,2007 - 09,16.7246973409356
1198,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2007,2007 - 09,32.0377241645719
1199,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2007,2007 - 09,26.949143468905
1200,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2007,2007 - 09,23.787913292625
1201,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2007,2007 - 09,23.986731122660604
1203,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2008,2008 - 10,24.4403260850735
1204,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2008,2008 - 10,57.8025475520644
1205,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2008,2008 - 10,15.8633098720506
1206,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2008,2008 - 10,33.376463901550395
1207,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2008,2008 - 10,27.8362295488763
1208,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2008,2008 - 10,25.1917712029581
1209,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2008,2008 - 10,27.044825681107202
1211,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2009,2009 - 11,23.6033202844945
1212,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2009,2009 - 11,57.4599537442212
1213,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2009,2009 - 11,16.1214836720373
1214,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2009,2009 - 11,34.2402231250927
1215,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2009,2009 - 11,30.162441530285893
1216,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2009,2009 - 11,22.188035980829202
1217,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2009,2009 - 11,28.5081927201514
1219,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2010,2010 - 12,25.4914811527063
1220,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2010,2010 - 12,53.9026321809376
1221,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2010,2010 - 12,18.9019273497126
1222,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2010,2010 - 12,35.6236549636374
1223,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2010,2010 - 12,31.9588613402382
1224,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2010,2010 - 12,26.1952480106704
