,CCG,Date,Pollutant,Indicator Value (R µg/m3)
902,Surrey Heartlands,2019-12-31,Nitrogen dioxide,29.637123848157984
903,Surrey Heartlands,2019-12-31,Oxides of Nitrogen,
904,Surrey Heartlands,2019-12-31,Ozone,
905,Surrey Heartlands,2019-12-31,PM10 Particulate matter,
906,Surrey Heartlands,2019-12-31,PM10 particulate matter (Hourly measured),15.330294244210183
907,Surrey Heartlands,2019-12-31,PM2.5 particulate matter (Hourly measured),9.690723606998763
908,Surrey Heartlands,2019-12-31,Sulphur dioxide,
909,Surrey Heartlands,2020-12-31,Carbon monoxide,
910,Surrey Heartlands,2020-12-31,Nitric Oxide,
911,Surrey Heartlands,2020-12-31,Nitrogen dioxide,19.531107569586975
912,Surrey Heartlands,2020-12-31,Oxides of Nitrogen,
913,Surrey Heartlands,2020-12-31,Ozone,
914,Surrey Heartlands,2020-12-31,PM10 Particulate matter,
915,Surrey Heartlands,2020-12-31,PM10 particulate matter (Hourly measured),13.867397483630505
916,Surrey Heartlands,2020-12-31,PM2.5 particulate matter (Hourly measured),7.923796628647173
917,Surrey Heartlands,2020-12-31,Sulphur dioxide,
