,Year,Area Name,CCG Location,CCG_Poll_Map,LAT,LONG,Indicator Name,Value
1849,2016,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Pneumonia Admissions,453.6
1850,2017,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Pneumonia Admissions,444.37
1851,2018,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Pneumonia Admissions,406.7
1852,2019,NHS Richmond CCG,Outer Radius,South West London,51.4403,-0.28911,Pneumonia Admissions,
1853,2003,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1854,2004,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1855,2005,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1856,2006,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1857,2007,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1858,2008,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1859,2009,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1860,2010,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1861,2011,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1862,2012,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1863,2013,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,384.83
1864,2014,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,473.32
1865,2015,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,444.13
1866,2016,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,571.32
1867,2017,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,497.6
1868,2018,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,480.49
1869,2019,NHS Surrey Heath CCG,Outer Radius,Reading,51.3281,-0.70434,Pneumonia Admissions,
1870,2003,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1871,2004,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1872,2005,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1873,2006,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1874,2007,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1875,2008,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1876,2009,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1877,2010,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1878,2011,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1879,2012,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1880,2013,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,453.71
1881,2014,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,487.5
1882,2015,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,473.66
1883,2016,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,492.01
1884,2017,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,504.3
1885,2018,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,477.87
1886,2019,NHS Sutton CCG,Outer Radius,South West London,51.3576,-0.17227,Pneumonia Admissions,
1887,2003,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1888,2004,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1889,2005,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1890,2006,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1891,2007,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1892,2008,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1893,2009,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1894,2010,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1895,2011,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1896,2012,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1897,2013,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,426.33
1898,2014,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,449.37
1899,2015,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,412.84
1900,2016,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,445.6
1901,2017,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,447.65
1902,2018,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,461.51
1903,2019,NHS Wandsworth CCG,Outer Radius,South West London,51.4524,-0.20028,Pneumonia Admissions,
1904,2003,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1905,2004,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1906,2005,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1907,2006,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1908,2007,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1909,2008,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1910,2009,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1911,2010,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1912,2011,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1913,2012,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1914,2013,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,964.02
1915,2014,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,1079.14
1916,2015,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,1156.19
1917,2016,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,1234.87
1918,2017,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,1230.31
1919,2018,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,1139.2
1920,2019,NHS Berkshire West CCG,Outer Radius,Reading,51.4458,-1.16963,Respiratory Admissions,
1921,2003,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1922,2004,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1923,2005,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1924,2006,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1925,2007,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1926,2008,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1927,2009,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1928,2010,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1929,2011,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1930,2012,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1931,2013,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,930.59
1932,2014,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,1207.74
1933,2015,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,1160.93
1934,2016,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,1251.9
1935,2017,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,1316.33
1936,2018,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,1391.06
1937,2019,NHS Buckinghamshire CCG,Inner Radius,Watford,51.7414,-0.80644,Respiratory Admissions,
1938,2003,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1939,2004,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1940,2005,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1941,2006,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1942,2007,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1943,2008,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1944,2009,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1945,2010,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1946,2011,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1947,2012,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1948,2013,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1185.42
1949,2014,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1378.73
1950,2015,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1398.42
1951,2016,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1431.71
1952,2017,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1444.63
1953,2018,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,1407
1954,2019,NHS Ealing CCG,Inner Radius,Ealing,51.5244,-0.31405,Respiratory Admissions,
1955,2003,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1956,2004,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1957,2005,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1958,2006,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1959,2007,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1960,2008,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1961,2009,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1962,2010,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1963,2011,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1964,2012,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1965,2013,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1146.73
1966,2014,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1384.74
1967,2015,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1355.71
1968,2016,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1495.41
1969,2017,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1508.43
1970,2018,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,1545.38
1971,2019,NHS East Berkshire CCG,Inner Radius,East Berkshire,51.4541,-0.68026,Respiratory Admissions,
1972,2003,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1973,2004,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1974,2005,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1975,2006,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1976,2007,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1977,2008,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1978,2009,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1979,2010,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1980,2011,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1981,2012,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1982,2013,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1494.03
1983,2014,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1480.78
1984,2015,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1546.66
1985,2016,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1625.55
1986,2017,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1428.08
1987,2018,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,1549.62
1988,2019,NHS Hammersmith And Fulham CCG,Outer Radius,Hammersmith and Fulham,51.4873,-0.21735,Respiratory Admissions,
1989,2003,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1990,2004,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1991,2005,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1992,2006,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1993,2007,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1994,2008,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1995,2009,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1996,2010,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1997,2011,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1998,2012,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
1999,2013,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1016.02
2000,2014,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1221.31
2001,2015,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1171.53
2002,2016,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1255.93
2003,2017,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1194.39
2004,2018,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,1213.96
2005,2019,NHS Herts Valleys CCG,Outer Radius,Watford,51.7317,-0.45521,Respiratory Admissions,
2006,2003,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2007,2004,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2008,2005,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2009,2006,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2010,2007,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2011,2008,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2012,2009,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2013,2010,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2014,2011,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2015,2012,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2016,2013,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1156.15
2017,2014,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1394.05
2018,2015,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1458.42
2019,2016,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1409.11
2020,2017,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1388.93
2021,2018,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,1443.21
2022,2019,NHS Hillingdon CCG,Inner Radius,Hillingdon,51.5366,-0.4418,Respiratory Admissions,
2023,2003,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2024,2004,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2025,2005,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2026,2006,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2027,2007,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2028,2008,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2029,2009,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2030,2010,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2031,2011,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2032,2012,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2033,2013,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1164
2034,2014,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1315.21
2035,2015,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1433.49
2036,2016,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1578.1
2037,2017,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1453.29
2038,2018,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,1513.96
2039,2019,NHS Hounslow CCG,Inner Radius,Hounslow,51.4624,-0.37847,Respiratory Admissions,
2040,2003,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2041,2004,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2042,2005,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2043,2006,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2044,2007,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2045,2008,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2046,2009,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2047,2010,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2048,2011,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2049,2012,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2050,2013,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,940.69
2051,2014,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,1046.46
2052,2015,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,1136.3
2053,2016,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,1254.75
2054,2017,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,1435.78
2055,2018,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,1590.9
2056,2019,NHS Kingston CCG,Outer Radius,South West London,51.3929,-0.28372,Respiratory Admissions,
2057,2003,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2058,2004,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2059,2005,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2060,2006,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2061,2007,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2062,2008,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2063,2009,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2064,2010,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2065,2011,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2066,2012,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2067,2013,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1212.95
2068,2014,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1274.27
2069,2015,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1281.81
2070,2016,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1390.02
2071,2017,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1415.47
2072,2018,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,1437.67
2073,2019,NHS Merton CCG,Outer Radius,South West London,51.4106,-0.18867,Respiratory Admissions,
2074,2003,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2075,2004,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2076,2005,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2077,2006,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2078,2007,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2079,2008,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2080,2009,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2081,2010,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2082,2011,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2083,2012,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2084,2013,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,997.16
2085,2014,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,1116.06
2086,2015,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,1092.28
2087,2016,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,1257.73
2088,2017,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,1171.51
2089,2018,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,1204.16
2090,2019,NHS North West Surrey CCG,Inner Radius,Surrey Heartlands,51.3683,-0.51519,Respiratory Admissions,
2091,2003,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2092,2004,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2093,2005,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2094,2006,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2095,2007,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2096,2008,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2097,2009,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2098,2010,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2099,2011,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2100,2012,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,
2101,2013,NHS Oxfordshire CCG,Outer Radius,Oxford,51.7715,-1.29146,Respiratory Admissions,987.43
