Country Name,Indicator Name,Year,Value
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2012,
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2012,
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2012,
NHS Merton CCG,Respiratory Tract Admissions 1yr,2012,
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2012,
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2012,
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2012,
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2012,
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2012,
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2013,
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2013,
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2013,
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2013,
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2013,
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2013,
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2013,
NHS Merton CCG,Respiratory Tract Admissions 1yr,2013,
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2013,
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2013,
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2013,
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2013,
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2013,
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2014,
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2014,
NHS Buckinghamshire CCG,Respiratory Tract Admissions 1yr,2014,
NHS Herts Valleys CCG,Respiratory Tract Admissions 1yr,2014,
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2014,
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2014,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions 1yr,2014,
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2014,
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2014,
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2014,
NHS Merton CCG,Respiratory Tract Admissions 1yr,2014,
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2014,
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2014,
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2014,
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2014,
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2015,70.47333333
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2015,
NHS Buckinghamshire CCG,Respiratory Tract Admissions 1yr,2015,91.65333333
NHS Herts Valleys CCG,Respiratory Tract Admissions 1yr,2015,81.48333333
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2015,63.34333333
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2015,59.50333333
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions 1yr,2015,85.70666667
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2015,109.74
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2015,58.34
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2015,72.78
NHS Merton CCG,Respiratory Tract Admissions 1yr,2015,102.7533333
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2015,84.35666667
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2015,138.74
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2015,106.3433333
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2015,62.46333333
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2016,87.42
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2016,
NHS Buckinghamshire CCG,Respiratory Tract Admissions 1yr,2016,76.23333333
NHS Herts Valleys CCG,Respiratory Tract Admissions 1yr,2016,100.8833333
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2016,80.45
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2016,70.42333333
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions 1yr,2016,117.8633333
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2016,71.36
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2016,75.49333333
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2016,98.55
NHS Merton CCG,Respiratory Tract Admissions 1yr,2016,158.7433333
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2016,112.19
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2016,135.6333333
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2016,158.3066667
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2016,97.51333333
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2016,103.0633333
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2017,101.9433333
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2017,130.77
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2017,65.56333333
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2017,73.05333333
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions 1yr,2017,128.4033333
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2017,57.59
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2017,70.85666667
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2017,133.1766667
NHS Merton CCG,Respiratory Tract Admissions 1yr,2017,142.9533333
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2017,131.3733333
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2017,117.0433333
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2017,196.7566667
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2017,70.25666667
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2017,89.34666667
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2018,96.77666667
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2018,172.92
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2018,94.60333333
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2018,96.71333333
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions 1yr,2018,165.87
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2018,92.96333333
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2018,118.3133333
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2018,221.1
NHS Merton CCG,Respiratory Tract Admissions 1yr,2018,283.8866667
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2018,174.56
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2018,134.54
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2018,263.25
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2018,89.03
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2018,150.3866667
NHS Berkshire West CCG,Respiratory Tract Admissions 1yr,2019,
NHS Surrey Heath CCG,Respiratory Tract Admissions 1yr,2019,
NHS Buckinghamshire CCG,Respiratory Tract Admissions 1yr,2019,
NHS Herts Valleys CCG,Respiratory Tract Admissions 1yr,2019,
NHS Ealing CCG,Respiratory Tract Admissions 1yr,2019,
NHS East Berkshire CCG,Respiratory Tract Admissions 1yr,2019,
NHS Hillingdon CCG,Respiratory Tract Admissions 1yr,2019,
NHS Hounslow CCG,Respiratory Tract Admissions 1yr,2019,
NHS Kingston CCG,Respiratory Tract Admissions 1yr,2019,
NHS Merton CCG,Respiratory Tract Admissions 1yr,2019,
NHS Richmond CCG,Respiratory Tract Admissions 1yr,2019,
NHS Sutton CCG,Respiratory Tract Admissions 1yr,2019,
NHS Wandsworth CCG,Respiratory Tract Admissions 1yr,2019,
NHS North West Surrey CCG,Respiratory Tract Admissions 1yr,2019,
NHS Oxfordshire CCG,Respiratory Tract Admissions 1yr,2019,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2004,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2004,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2004,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2004,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2004,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2004,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2004,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2004,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2004,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2004,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2004,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2004,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2004,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2004,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2005,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2005,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2005,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2005,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2005,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2005,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2005,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2005,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2005,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2005,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2005,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2005,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2005,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2005,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2005,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2005,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2006,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2006,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2006,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2006,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2006,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2006,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2006,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2006,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2006,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2006,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2006,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2006,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2006,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2006,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2006,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2006,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2007,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2007,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2007,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2007,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2007,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2007,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2007,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2007,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2007,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2007,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2007,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2007,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2007,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2007,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2007,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2008,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2008,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2008,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2008,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2008,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2008,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2008,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2008,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2008,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2008,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2008,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2008,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2008,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2008,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2008,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2008,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2009,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2009,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2009,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2009,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2009,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2009,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2009,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2009,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2009,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2009,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2009,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2009,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2009,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2009,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2009,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2010,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2010,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2010,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2010,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2010,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2010,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2010,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2010,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2010,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2010,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2010,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2010,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2010,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2010,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2010,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2010,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2011,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2011,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2011,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2011,
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2011,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2011,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2011,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2011,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2011,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2011,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2011,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2011,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2011,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2011,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2012,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2012,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2012,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2012,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2012,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2012,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2012,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2012,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2012,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2012,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2012,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2012,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2012,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2012,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2012,
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2013,394.26
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2013,322.1133333
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2013,251.6566667
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2013,471.1633333
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2013,236.5133333
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2013,208.1766667
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2013,353.3866667
NHS Merton CCG,Respiratory Tract Admissions U1yr,2013,354.82
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2013,288.5033333
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2013,329.94
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2013,292.56
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2013,310.3633333
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2013,413.6166667
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2014,386.4866667
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2014,277.4233333
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2014,702.96
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2014,357.8166667
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2014,255.36
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2014,519.6166667
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2014,246.63
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2014,292.8
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2014,324.2133333
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2014,310.96
NHS Merton CCG,Respiratory Tract Admissions U1yr,2014,282.91
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2014,380.25
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2014,433.4133333
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2014,318.5066667
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2014,344.4533333
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2015,535.8633333
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2015,494.2266667
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2015,835.0733333
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2015,406.2166667
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2015,315.7933333
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2015,557.4366667
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2015,357.34
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2015,396.7566667
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2015,610.5533333
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2015,647.9133333
NHS Merton CCG,Respiratory Tract Admissions U1yr,2015,417.3433333
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2015,610.9666667
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2015,486.3333333
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2015,405.7933333
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2015,359.5233333
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2016,460.7166667
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2016,347.4166667
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2016,1014.44
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2016,481.5233333
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2016,400.8133333
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2016,674.73
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2016,388.8566667
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2016,353.8966667
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2016,609.4633333
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2016,585.68
NHS Merton CCG,Respiratory Tract Admissions U1yr,2016,446.44
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2016,618.16
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2016,513.1966667
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2016,498.3733333
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2016,431.2966667
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2016,569.35
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2017,483.2866667
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2017,473.3233333
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2017,400.4833333
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2017,743.8566667
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2017,334.02
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2017,360.6866667
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2017,444.66
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2017,760.3933333
NHS Merton CCG,Respiratory Tract Admissions U1yr,2017,553.7233333
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2017,505.9533333
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2017,374.54
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2017,476.8866667
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2017,418.83
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2017,612.9466667
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2018,542.2066667
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2018,523.39
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2018,471.7866667
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2018,812.4966667
NHS Hammersmith And Fulham CCG,Respiratory Tract Admissions U1yr,2018,473.4366667
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2018,410.5066667
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2018,569.3533333
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2018,921.8066667
NHS Merton CCG,Respiratory Tract Admissions U1yr,2018,542.1566667
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2018,766.96
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2018,582.0533333
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2018,569.46
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2018,494.9166667
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2018,774.6566667
NHS Berkshire West CCG,Respiratory Tract Admissions U1yr,2019,
NHS Surrey Heath CCG,Respiratory Tract Admissions U1yr,2019,
NHS Buckinghamshire CCG,Respiratory Tract Admissions U1yr,2019,
NHS Herts Valleys CCG,Respiratory Tract Admissions U1yr,2019,
NHS Ealing CCG,Respiratory Tract Admissions U1yr,2019,
NHS East Berkshire CCG,Respiratory Tract Admissions U1yr,2019,
NHS Hillingdon CCG,Respiratory Tract Admissions U1yr,2019,
NHS Hounslow CCG,Respiratory Tract Admissions U1yr,2019,
NHS Kingston CCG,Respiratory Tract Admissions U1yr,2019,
NHS Merton CCG,Respiratory Tract Admissions U1yr,2019,
NHS Richmond CCG,Respiratory Tract Admissions U1yr,2019,
NHS Sutton CCG,Respiratory Tract Admissions U1yr,2019,
NHS Wandsworth CCG,Respiratory Tract Admissions U1yr,2019,
NHS North West Surrey CCG,Respiratory Tract Admissions U1yr,2019,
NHS Oxfordshire CCG,Respiratory Tract Admissions U1yr,2019,
NHS Berkshire West CCG,Stroke Admissions,2004,
NHS Surrey Heath CCG,Stroke Admissions,2004,
NHS Ealing CCG,Stroke Admissions,2004,
NHS East Berkshire CCG,Stroke Admissions,2004,
NHS Hammersmith And Fulham CCG,Stroke Admissions,2004,
NHS Hillingdon CCG,Stroke Admissions,2004,
NHS Hounslow CCG,Stroke Admissions,2004,
NHS Kingston CCG,Stroke Admissions,2004,
NHS Merton CCG,Stroke Admissions,2004,
NHS Richmond CCG,Stroke Admissions,2004,
NHS Sutton CCG,Stroke Admissions,2004,
NHS Wandsworth CCG,Stroke Admissions,2004,
NHS North West Surrey CCG,Stroke Admissions,2004,
NHS Oxfordshire CCG,Stroke Admissions,2004,
NHS Berkshire West CCG,Stroke Admissions,2005,
NHS Surrey Heath CCG,Stroke Admissions,2005,
NHS Buckinghamshire CCG,Stroke Admissions,2005,
NHS Herts Valleys CCG,Stroke Admissions,2005,
NHS Ealing CCG,Stroke Admissions,2005,
NHS East Berkshire CCG,Stroke Admissions,2005,
NHS Hammersmith And Fulham CCG,Stroke Admissions,2005,
NHS Hillingdon CCG,Stroke Admissions,2005,
NHS Hounslow CCG,Stroke Admissions,2005,
NHS Kingston CCG,Stroke Admissions,2005,
NHS Merton CCG,Stroke Admissions,2005,
NHS Richmond CCG,Stroke Admissions,2005,
NHS Sutton CCG,Stroke Admissions,2005,
NHS Wandsworth CCG,Stroke Admissions,2005,
NHS North West Surrey CCG,Stroke Admissions,2005,
NHS Oxfordshire CCG,Stroke Admissions,2005,
NHS Berkshire West CCG,Stroke Admissions,2006,
NHS Surrey Heath CCG,Stroke Admissions,2006,
NHS Buckinghamshire CCG,Stroke Admissions,2006,
NHS Herts Valleys CCG,Stroke Admissions,2006,
NHS Ealing CCG,Stroke Admissions,2006,
NHS East Berkshire CCG,Stroke Admissions,2006,
NHS Hammersmith And Fulham CCG,Stroke Admissions,2006,
NHS Hillingdon CCG,Stroke Admissions,2006,
NHS Hounslow CCG,Stroke Admissions,2006,
NHS Kingston CCG,Stroke Admissions,2006,
NHS Merton CCG,Stroke Admissions,2006,
NHS Richmond CCG,Stroke Admissions,2006,
NHS Sutton CCG,Stroke Admissions,2006,
NHS Wandsworth CCG,Stroke Admissions,2006,
NHS North West Surrey CCG,Stroke Admissions,2006,
NHS Oxfordshire CCG,Stroke Admissions,2006,
NHS Berkshire West CCG,Stroke Admissions,2007,
NHS Surrey Heath CCG,Stroke Admissions,2007,
NHS Buckinghamshire CCG,Stroke Admissions,2007,
NHS Herts Valleys CCG,Stroke Admissions,2007,
NHS Ealing CCG,Stroke Admissions,2007,
NHS East Berkshire CCG,Stroke Admissions,2007,
NHS Hillingdon CCG,Stroke Admissions,2007,
NHS Hounslow CCG,Stroke Admissions,2007,
NHS Kingston CCG,Stroke Admissions,2007,
NHS Merton CCG,Stroke Admissions,2007,
NHS Richmond CCG,Stroke Admissions,2007,
NHS Sutton CCG,Stroke Admissions,2007,
NHS Wandsworth CCG,Stroke Admissions,2007,
NHS North West Surrey CCG,Stroke Admissions,2007,
