,Indicator ID,Indicator Name,Area Code,Area Name,Area Type,Sex,Age,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Compared to England value or percentiles,Time period Sortable,Radius
3919,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2009 - 11,23.6033202844945,19.4974268261195,28.314356560148,17.3923183326932,31.2012461583886,117.0,915148.0,,Not compared,2009,Outer
3920,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2009 - 11,28.05,24.26,32.27,22.26,34.82,198.0,1075529.0,,Not compared,2009,Outer
3921,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2009 - 11,57.4599537442212,48.5512288116677,67.51789827137979,43.9171368086218,73.63971619228751,150.0,543403.0,,Not compared,2009,Outer
3922,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2009 - 11,16.1214836720373,12.878709297963901,19.928924172599398,11.250618621258099,22.284368673463398,86.0,711445.0,,Not compared,2009,Outer
3923,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2009 - 11,34.2402231250927,31.2323986794485,37.457432175470295,29.5923783848693,39.370384538212704,485.0,1676478.0,,Not compared,2009,Outer
3924,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2009 - 11,27.26,21.87,33.56,19.15,37.44,91.0,476391.0,,Not compared,2009,Outer
3925,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2009 - 11,30.84,25.47,36.99,22.72,40.77,117.0,597815.0,,Better,2009,Outer
3926,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2009 - 11,30.162441530285893,27.5240905994575,32.9842606407096,26.085440890872196,34.6620625735113,,1906046.0,Value suppressed to avoid disclosure by differencing,Not compared,2009,Outer
3927,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2009 - 11,23.47,18.89,28.82,16.57,32.12,93.0,558225.0,,Not compared,2009,Outer
3928,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2009 - 11,22.188035980829202,16.5363731391373,29.1384689483712,13.819309185903,33.5186557667179,,278480.0,Value suppressed to avoid disclosure by differencing,Not compared,2009,Outer
3929,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2009 - 11,30.47,25.54,36.07,22.98,39.49,137.0,568611.0,,Not compared,2009,Outer
3930,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2009 - 11,39.85,34.11,46.27,31.1,50.16,174.0,909677.0,,Similar,2009,Outer
3931,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2009 - 11,25.02,20.97,29.62,18.87,32.43,137.0,584645.0,,Not compared,2009,Outer
3932,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2009 - 11,28.5081927201514,25.2966274220621,32.0126180443994,23.5753333401241,34.114683073439394,289.0,1386849.0,,Not compared,2009,Outer
3933,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2010 - 12,50.5455174903774,45.341389228716004,56.180242906541004,42.5333557077711,59.548685463289004,348.0,746581.0,,Not compared,2010,Outer
3934,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2010 - 12,25.4914811527063,21.2324597021577,30.3486066183459,19.036877365440105,33.3174743542696,128.0,931623.0,,Not compared,2010,Outer
3935,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2010 - 12,31.98,27.95,36.43,25.81,39.11,229.0,1091955.0,,Not compared,2010,Outer
3936,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2010 - 12,53.9026321809376,45.3078130608801,63.639136429585,40.8504938187437,69.5737902035646,142.0,545404.0,,Worse,2010,Outer
3937,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2010 - 12,18.9019273497126,15.3979741935663,22.962016976582106,13.6173904994782,25.460172830050503,102.0,719928.0,,Not compared,2010,Outer
3938,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2010 - 12,35.6236549636374,32.5857880748323,38.866517969092996,30.926564876276302,40.793020950213496,515.0,1694714.0,,Not compared,2010,Outer
3939,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2010 - 12,28.34,22.85,34.74,20.08,38.68,95.0,482284.0,,Not compared,2010,Outer
3940,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2010 - 12,35.55,29.79,42.08,26.81,46.07,136.0,601726.0,,Better,2010,Outer
3941,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2010 - 12,31.9588613402382,29.2686310863193,34.8288291056216,27.798495088613702,36.5333307534114,,1922720.0,Value suppressed to avoid disclosure by differencing,Not compared,2010,Outer
3942,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2010 - 12,26.21,21.44,31.72,19.0,35.1,108.0,562802.0,,Not compared,2010,Outer
3943,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2010 - 12,26.1952480106704,20.1466959887586,33.482400279737895,17.181685682308302,38.037643759029,,280483.0,Value suppressed to avoid disclosure by differencing,Not compared,2010,Outer
3944,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2010 - 12,36.04,30.71,42.03,27.93,45.66,165.0,573920.0,,Better,2010,Outer
3945,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2010 - 12,41.28,35.45,47.78,32.39,51.72,181.0,919827.0,,Similar,2010,Outer
3946,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2010 - 12,24.3,20.38,28.76,18.35,31.47,138.0,591010.0,,Not compared,2010,Outer
3947,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2010 - 12,30.035545120402602,26.7771071608161,33.579431934721,25.0257085281776,35.7021214055582,312.0,1395476.0,,Not compared,2010,Outer
3948,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2011 - 13,56.0889652433375,50.646833884350606,61.9537138894616,47.698469714048606,65.4524318377324,393.0,752724.0,,Not compared,2011,Outer
3949,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2011 - 13,25.4601168321151,21.2398575331156,30.2657142253637,19.061286191343,33.2012126037445,131.0,943950.0,,Not compared,2011,Outer
3950,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2011 - 13,35.0,30.85,39.56,28.63,42.3,260.0,1107632.0,,Not compared,2011,Outer
3951,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2011 - 13,54.6968540562496,46.1308189788537,64.3798916190802,41.6798975033471,70.27660427213199,147.0,545983.0,,Worse,2011,Outer
3952,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2011 - 13,21.398203968088698,17.6982228138742,25.6410095736755,15.800222663694502,28.2403344517348,118.0,725481.0,,Not compared,2011,Outer
3953,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2011 - 13,35.5924995572255,32.5891008944108,38.7963611690825,30.947740801039,40.6991135511675,526.0,1712456.0,,Not compared,2011,Outer
3954,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2011 - 13,30.35,24.72,36.85,21.86,40.86,104.0,489293.0,,Not compared,2011,Outer
3955,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2011 - 13,37.84,31.92,44.54,28.85,48.62,146.0,606227.0,,Similar,2011,Outer
3956,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2011 - 13,35.1328989861294,32.345717257472,38.0950730964533,30.8176931371492,39.851385730920896,,1937697.0,Value suppressed to avoid disclosure by differencing,Not compared,2011,Outer
3957,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2011 - 13,28.09,23.21,33.68,20.7,37.1,119.0,567636.0,,Not compared,2011,Outer
3958,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2011 - 13,27.9575513218769,21.767521791498602,35.3540573592813,18.7097299297698,39.96246205288,,282239.0,Value suppressed to avoid disclosure by differencing,Not compared,2011,Outer
3959,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2011 - 13,40.45,34.79,46.77,31.81,50.6,185.0,580386.0,,Similar,2011,Outer
3960,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2011 - 13,46.02,39.86,52.85,36.61,56.98,202.0,930298.0,,Similar,2011,Outer
3961,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2011 - 13,22.12,18.43,26.33,16.52,28.9,129.0,596993.0,,Not compared,2011,Outer
3962,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2011 - 13,31.2841311746253,27.9921436870574,34.8552840458943,26.2187673741252,36.9918975319367,332.0,1405304.0,,Not compared,2011,Outer
3963,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2012 - 14,61.765943267400104,56.093835256663,67.8533838713583,53.0100035987683,71.47836729644109,440.0,760502.0,,Not compared,2012,Outer
3964,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2012 - 14,27.4655054097189,23.144773468224002,32.3517155466985,20.9005590710555,35.32781688806421,146.0,951806.0,,Not compared,2012,Outer
3965,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2012 - 14,42.08,37.54,47.01,35.1,49.96,317.0,1119890.0,,Similar,2012,Outer
3966,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2012 - 14,61.37004964766211,52.2945049155766,71.55475108440359,47.5483072183854,77.73791322339521,166.0,545217.0,,Not compared,2012,Outer
3967,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2012 - 14,23.1812658556786,19.3529328435695,27.5427652602323,17.377568795613502,30.207546762461,130.0,730131.0,,Not compared,2012,Outer
3968,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2012 - 14,36.233819070342896,33.22737376730789,39.437276724255796,31.5827532840229,41.33882750209921,545.0,1730298.0,,Not compared,2012,Outer
3969,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2012 - 14,29.42,23.99,35.69,21.23,39.54,105.0,497290.0,,Not compared,2012,Outer
3970,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2012 - 14,42.62,36.37,49.64,33.1,53.89,167.0,610282.0,,Similar,2012,Outer
3971,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2012 - 14,36.3941840275478,33.5927393127078,39.3660919137104,32.0545165756738,41.126746325811894,,1951933.0,Value suppressed to avoid disclosure by differencing,Not compared,2012,Outer
3972,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2012 - 14,28.78,23.9,34.36,21.39,37.77,125.0,573424.0,,Not compared,2012,Outer
3973,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2012 - 14,32.2082687954572,25.589766076325894,40.009598803798106,22.2787235736162,44.8435012182007,,283851.0,Value suppressed to avoid disclosure by differencing,Not compared,2012,Outer
3974,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2012 - 14,42.93,37.12,49.4,34.05,53.31,198.0,587217.0,,Similar,2012,Outer
3975,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2012 - 14,52.62,46.02,59.9,42.51,64.29,230.0,939124.0,,Similar,2012,Outer
3976,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2012 - 14,23.48,19.74,27.73,17.8,30.31,142.0,602471.0,,Not compared,2012,Outer
3977,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2012 - 14,33.7364461856044,30.3492453202979,37.397018108000296,28.5186249856884,39.583507852554796,365.0,1417189.0,,Not compared,2012,Outer
3978,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2013 - 15,62.9823292657162,57.2919784551268,69.0821539492263,54.1951080098534,72.7126228772224,455.0,768176.0,,Not compared,2013,Outer
3979,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2013 - 15,31.0255833285577,26.5184957948755,36.0731916483418,24.157185541022702,39.1349537421363,172.0,960656.0,,Not compared,2013,Outer
3980,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2013 - 15,40.43,36.02,45.22,33.66,48.09,310.0,1130771.0,,Not compared,2013,Outer
3981,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2013 - 15,68.1351907700628,58.62311159551479,78.7415854705494,53.620380426804886,85.1632106948401,186.0,545283.0,,Not compared,2013,Outer
3982,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2013 - 15,23.8522049660414,20.0208658752772,28.200319412294306,18.03711306226,30.8526232033341,138.0,734971.0,,Not compared,2013,Outer
3983,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2013 - 15,38.5953909108271,35.518879672127206,41.8652289052576,33.8323096606816,43.8040041055867,591.0,1748353.0,,Not compared,2013,Outer
3984,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2013 - 15,31.12,25.62,37.45,22.8,41.33,114.0,505699.0,,Not compared,2013,Outer
3985,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2013 - 15,46.94,40.4,54.23,36.97,58.64,186.0,614200.0,,Similar,2013,Outer
3986,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2013 - 15,36.842362262767,34.050941955308396,39.800912524427204,32.5170272622233,41.5529351190416,,1964850.0,Value suppressed to avoid disclosure by differencing,Not compared,2013,Outer
3987,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2013 - 15,28.06,23.25,33.56,20.78,36.93,122.0,578577.0,,Not compared,2013,Outer
3988,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2013 - 15,32.4351653672322,25.915739519067696,40.0898225068631,22.642549584629503,44.825318718263,,285704.0,Value suppressed to avoid disclosure by differencing,Not compared,2013,Outer
3989,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2013 - 15,41.28,35.59,47.61,32.59,51.45,191.0,593611.0,,Better,2013,Outer
3990,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2013 - 15,54.61,47.92,61.96,44.36,66.39,242.0,949104.0,,Similar,2013,Outer
3991,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2013 - 15,29.28,25.12,33.92,22.94,36.73,181.0,609252.0,,Not compared,2013,Outer
3992,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2013 - 15,36.3224057374948,32.849570639653805,40.0614233552585,30.966591557006307,42.291080329331606,403.0,1429393.0,,Not compared,2013,Outer
3993,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2014 - 16,62.4117318397699,56.7853337000618,68.4420805999241,53.722868467427,72.030957049835,457.0,775481.0,,Not compared,2014,Outer
3994,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2014 - 16,33.1947264874246,28.598706901571607,38.3135614963603,26.179034087303,41.41121893575121,190.0,969971.0,,Not compared,2014,Outer
3995,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2014 - 16,42.01,37.53,46.86,35.13,49.77,325.0,1140444.0,,Not compared,2014,Outer
3996,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2014 - 16,66.4554307890351,57.1501136199711,76.83434270794471,52.257399815116216,83.11903156432341,185.0,545645.0,,Not compared,2014,Outer
3997,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2014 - 16,23.9212962986951,20.1171343391012,28.2326950028928,18.145057247872398,30.861096673221894,141.0,740664.0,,Not compared,2014,Outer
3998,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2014 - 16,38.41144728160271,35.362868704940006,41.6507647847684,33.6912468132625,43.57122406840861,596.0,1764328.0,,Not compared,2014,Outer
3999,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2014 - 16,33.27,27.62,39.72,24.72,43.67,124.0,513745.0,,Not compared,2014,Outer
4000,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2014 - 16,54.75,47.7,62.54,43.96,67.24,219.0,617269.0,,Similar,2014,Outer
4001,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2014 - 16,37.4711621104922,34.6821384661128,40.4240719583967,33.1481775087741,42.1719363290376,,1978610.0,Value suppressed to avoid disclosure by differencing,Not compared,2014,Outer
4002,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2014 - 16,27.79,23.07,33.19,20.64,36.49,124.0,582626.0,,Not compared,2014,Outer
4003,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2014 - 16,31.5357584553784,25.230515717909604,38.932041107496296,22.0621507948662,43.505955470413504,,287859.0,Value suppressed to avoid disclosure by differencing,Not compared,2014,Outer
4004,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2014 - 16,42.25,36.58,48.54,33.59,52.34,202.0,599769.0,,Better,2014,Outer
4005,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2014 - 16,52.83,46.31,60.02,42.84,64.35,238.0,957510.0,,Similar,2014,Outer
4006,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2014 - 16,30.54,26.34,35.22,24.12,38.05,193.0,615866.0,,Not compared,2014,Outer
4007,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2014 - 16,38.221560157807204,34.708609527621796,41.9926583022272,32.799073298899195,44.2385337784117,437.0,1441040.0,,Not compared,2014,Outer
4008,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2015 - 17,61.9922237183331,56.4225091987621,67.9604627057798,53.3903081122188,71.5120189405338,460.0,779945.0,,Not compared,2015,Outer
4009,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2015 - 17,35.474021220796104,30.775341605805803,40.6821823398132,28.2911855773351,43.8274347841286,208.0,978972.0,,Not compared,2015,Outer
4010,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2015 - 17,37.83,33.65,42.38,31.41,45.11,302.0,1148208.0,,Not compared,2015,Outer
4011,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2015 - 17,62.5643447898539,53.672804490418905,72.499852692499,49.005171020065795,78.5207336077907,179.0,546964.0,,Worse,2015,Outer
4012,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2015 - 17,26.7672177792015,22.7829468344654,31.244787322971398,20.7019351986528,33.9647746734423,162.0,744395.0,,Not compared,2015,Outer
4013,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2015 - 17,38.072679585312294,35.061481739830796,41.271627279711204,33.4100717425886,43.167981486010895,600.0,1774745.0,,Not compared,2015,Outer
4014,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2015 - 17,38.78,32.7,45.65,29.54,49.84,146.0,519921.0,,Not compared,2015,Outer
4015,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2015 - 17,56.16,49.03,64.02,45.25,68.76,226.0,618723.0,,Similar,2015,Outer
4016,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2015 - 17,36.409902774594606,33.6883025078347,39.2921680434188,32.19175019241749,40.9984125921985,,1990753.0,Value suppressed to avoid disclosure by differencing,Not compared,2015,Outer
4017,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2015 - 17,29.22,24.46,34.63,22.0,37.93,135.0,584991.0,,Not compared,2015,Outer
4018,93643,Mortality rate from COPD as a contributory cause,E38000178,NHS Surrey Heath CCG,CCGs (2019/20),Persons,All ages,2015 - 17,32.0953672512952,25.8780068716061,39.35022309071579,22.7386881794638,43.827008353445216,,289361.0,Value suppressed to avoid disclosure by differencing,Not compared,2015,Outer
4019,93643,Mortality rate from COPD as a contributory cause,E38000179,NHS Sutton CCG,CCGs (2019/20),Persons,All ages,2015 - 17,41.09,35.53,47.27,32.59,51.0,198.0,605058.0,,Not compared,2015,Outer
4020,93643,Mortality rate from COPD as a contributory cause,E38000193,NHS Wandsworth CCG,CCGs (2019/20),Persons,All ages,2015 - 17,50.11,43.83,57.02,40.5,61.19,232.0,964231.0,,Similar,2015,Outer
4021,93643,Mortality rate from COPD as a contributory cause,E38000214,NHS Guildford and Waverley CCG,CCGs (2019/20),Persons,All ages,2015 - 17,29.45,25.34,34.02,23.18,36.79,188.0,621867.0,,Not compared,2015,Outer
4022,93643,Mortality rate from COPD as a contributory cause,E38000221,NHS Berkshire West CCG,CCGs (2019/20),Persons,All ages,2015 - 17,41.721695285598,38.09939063526971,45.5945573724163,36.1236265558122,47.89693940811811,491.0,1451253.0,,Not compared,2015,Outer
4023,93643,Mortality rate from COPD as a contributory cause,E38000007,NHS Basildon And Brentwood CCG,CCGs (2019/20),Persons,All ages,2016 - 18,63.992693940723896,58.353070096022904,70.02745456211859,55.2791641637778,73.6163921253816,479.0,784003.0,,Not compared,2016,Outer
4024,93643,Mortality rate from COPD as a contributory cause,E38000020,NHS Brent CCG,CCGs (2019/20),Persons,All ages,2016 - 18,32.811265404302205,28.3874706289064,37.72479384219079,26.0528469727249,40.6947235905989,200.0,986324.0,,Not compared,2016,Outer
4025,93643,Mortality rate from COPD as a contributory cause,E38000040,NHS Croydon CCG,CCGs (2019/20),Persons,All ages,2016 - 18,42.15,37.77,46.9,35.41,49.73,343.0,1153484.0,,Not compared,2016,Outer
4026,93643,Mortality rate from COPD as a contributory cause,E38000070,NHS Hammersmith And Fulham CCG,CCGs (2019/20),Persons,All ages,2016 - 18,62.1106482125424,53.383382783377705,71.85064075155591,48.797026391340395,77.74995393808129,183.0,550207.0,,Worse,2016,Outer
4027,93643,Mortality rate from COPD as a contributory cause,E38000074,NHS Harrow CCG,CCGs (2019/20),Persons,All ages,2016 - 18,29.9382623152126,25.7558762305696,34.603188399376194,23.556787498635106,37.427916964955294,185.0,747726.0,,Not compared,2016,Outer
4028,93643,Mortality rate from COPD as a contributory cause,E38000079,NHS Herts Valleys CCG,CCGs (2019/20),Persons,All ages,2016 - 18,35.779391138764296,32.8907108773779,38.852189712013995,31.3082477166329,40.67481923981849,575.0,1781856.0,,Not compared,2016,Outer
4029,93643,Mortality rate from COPD as a contributory cause,E38000090,NHS Kingston CCG,CCGs (2019/20),Persons,All ages,2016 - 18,42.5,36.16,49.63,32.85,53.96,162.0,523782.0,,Better,2016,Outer
4030,93643,Mortality rate from COPD as a contributory cause,E38000105,NHS Merton CCG,CCGs (2019/20),Persons,All ages,2016 - 18,54.78,47.77,62.52,44.06,67.19,222.0,618944.0,,Similar,2016,Outer
4031,93643,Mortality rate from COPD as a contributory cause,E38000136,NHS Oxfordshire CCG,CCGs (2019/20),Persons,All ages,2016 - 18,36.9500109534326,34.2452325413311,39.8109940801823,32.7564041242543,41.50372492519679,,2003959.0,Value suppressed to avoid disclosure by differencing,Not compared,2016,Outer
4032,93643,Mortality rate from COPD as a contributory cause,E38000140,NHS Richmond CCG,CCGs (2019/20),Persons,All ages,2016 - 18,33.64,28.56,39.35,25.91,42.82,158.0,587771.0,,Not compared,2016,Outer
